word	format	onset	duration	onset_flip	offset_flip	duration_flip
+		0.0	10.0	0.0	9.961241960525513	9.961241960525513
Malfoy		10.0	0.5	9.961241960525513	10.461235046386719	0.49999308586120605
couldn't		10.5	0.5	10.461235046386719	10.96119999885559	0.49996495246887207
believe		11.0	0.5	10.96119999885559	11.461166858673096	0.4999668598175049
his		11.5	0.5	11.461166858673096	11.96115493774414	0.4999880790710449
eyes		12.0	0.5	11.96115493774414	12.461133003234863	0.49997806549072266
when		12.5	0.5	12.461133003234863	12.961124897003174	0.49999189376831055
he		13.0	0.5	12.961124897003174	13.461091995239258	0.499967098236084
saw		13.5	0.5	13.461091995239258	13.960924863815308	0.4998328685760498
that		14.0	0.5	13.960924863815308	14.460762023925781	0.49983716011047363
Harry		14.5	0.5	14.460762023925781	14.960635900497437	0.4998738765716553
and		15.0	0.5	14.960635900497437	15.460609912872314	0.49997401237487793
Ron		15.5	0.5	15.460609912872314	15.96061086654663	0.5000009536743164
were		16.0	0.5	15.96061086654663	16.460620880126953	0.5000100135803223
still		16.5	0.5	16.460620880126953	16.960582971572876	0.49996209144592285
at		17.0	0.5	16.960582971572876	17.460572957992554	0.49998998641967773
Hogwarts		17.5	0.5	17.460572957992554	17.960551977157593	0.49997901916503906
the		18.0	0.5	17.960551977157593	18.460538864135742	0.4999868869781494
next		18.5	0.5	18.460538864135742	18.96052384376526	0.4999849796295166
day,		19.0	0.5	18.96052384376526	19.46051001548767	0.4999861717224121
looking		19.5	0.5	19.46051001548767	19.960497856140137	0.4999878406524658
tired		20.0	0.5	19.960497856140137	20.46047592163086	0.49997806549072266
but		20.5	0.5	20.46047592163086	20.96047306060791	0.4999971389770508
perfectly		21.0	0.5	20.96047306060791	21.460469007492065	0.4999959468841553
cheerful.		21.5	0.5	21.460469007492065	21.960458040237427	0.49998903274536133
Indeed,		22.0	0.5	21.960458040237427	22.460425853729248	0.4999678134918213
by		22.5	0.5	22.460425853729248	22.960278034210205	0.49985218048095703
the		23.0	0.5	22.960278034210205	23.46040987968445	0.5001318454742432
next		23.5	0.5	23.46040987968445	23.960381984710693	0.4999721050262451
morning		24.0	0.5	23.960381984710693	24.460383892059326	0.5000019073486328
Harry		24.5	0.5	24.460383892059326	24.96034288406372	0.49995899200439453
and		25.0	0.5	24.96034288406372	25.46034002304077	0.4999971389770508
Ron		25.5	0.5	25.46034002304077	25.960341930389404	0.5000019073486328
thought		26.0	0.5	25.960341930389404	26.4603168964386	0.49997496604919434
that		26.5	0.5	26.4603168964386	26.960304975509644	0.4999880790710449
meeting		27.0	0.5	26.960304975509644	27.460289001464844	0.4999840259552002
the		27.5	0.5	27.460289001464844	27.960285902023315	0.4999969005584717
three-headed		28.0	0.5	27.960285902023315	28.46024990081787	0.49996399879455566
dog		28.5	0.5	28.46024990081787	28.96024489402771	0.49999499320983887
had		29.0	0.5	28.96024489402771	29.46026301383972	0.5000181198120117
been		29.5	0.5	29.46026301383972	29.960222959518433	0.49995994567871094
an		30.0	0.5	29.960222959518433	30.46021294593811	0.49998998641967773
excellent		30.5	0.5	30.46021294593811	30.960192918777466	0.49997997283935547
adventure,		31.0	0.5	30.960192918777466	31.460175037384033	0.4999821186065674
and		31.5	0.5	31.460175037384033	31.960173845291138	0.4999988079071045
they		32.0	0.5	31.960173845291138	32.46015405654907	0.49998021125793457
were		32.5	0.5	32.46015405654907	32.96013593673706	0.4999818801879883
quite		33.0	0.5	32.96013593673706	33.460126876831055	0.49999094009399414
keen		33.5	0.5	33.460126876831055	33.96010494232178	0.49997806549072266
to		34.0	0.5	33.96010494232178	34.46009302139282	0.4999880790710449
have		34.5	0.5	34.46009302139282	34.96008801460266	0.49999499320983887
another		35.0	0.5	34.96008801460266	35.460062980651855	0.49997496604919434
one.		35.5	0.5	35.460062980651855	35.96008801460266	0.5000250339508057
In		36.0	0.5	35.96008801460266	36.46003293991089	0.49994492530822754
the		36.5	0.5	36.46003293991089	36.96004390716553	0.5000109672546387
meantime,		37.0	0.5	36.96004390716553	37.460015058517456	0.4999711513519287
Harry		37.5	0.5	37.460015058517456	37.95998787879944	0.4999728202819824
filled		38.0	0.5	37.95998787879944	38.45997905731201	0.49999117851257324
Ron		38.5	0.5	38.45997905731201	38.95998001098633	0.5000009536743164
in		39.0	0.5	38.95998001098633	39.459977865219116	0.4999978542327881
about		39.5	0.5	39.459977865219116	39.9599449634552	0.499967098236084
the		40.0	0.5	39.9599449634552	40.45993399620056	0.49998903274536133
package		40.5	0.5	40.45993399620056	40.95991897583008	0.4999849796295166
that		41.0	0.5	40.95991897583008	41.459908962249756	0.49998998641967773
seemed		41.5	0.5	41.459908962249756	41.95989203453064	0.4999830722808838
to		42.0	0.5	41.95989203453064	42.459940910339355	0.5000488758087158
have		42.5	0.5	42.459940910339355	42.95985198020935	0.4999110698699951
been		43.0	0.5	42.95985198020935	43.459851026535034	0.4999990463256836
moved		43.5	0.5	43.459851026535034	43.9598388671875	0.4999878406524658
from		44.0	0.5	43.9598388671875	44.459810972213745	0.4999721050262451
Gringotts		44.5	0.5	44.459810972213745	44.95981001853943	0.4999990463256836
to		45.0	0.5	44.95981001853943	45.45980191230774	0.49999189376831055
Hogwarts,		45.5	0.5	45.45980191230774	45.959776878356934	0.49997496604919434
and		46.0	0.5	45.959776878356934	46.459763050079346	0.4999861717224121
they		46.5	0.5	46.459763050079346	46.959776878356934	0.5000138282775879
spent		47.0	0.5	46.959776878356934	47.4597589969635	0.4999821186065674
a		47.5	0.5	47.4597589969635	47.95972204208374	0.49996304512023926
lot		48.0	0.5	47.95972204208374	48.459702014923096	0.49997997283935547
of		48.5	0.5	48.459702014923096	48.95970702171326	0.5000050067901611
time		49.0	0.5	48.95970702171326	49.459686040878296	0.49997901916503906
wondering		49.5	0.5	49.459686040878296	49.95967698097229	0.49999094009399414
what		50.0	0.5	49.95967698097229	50.45960998535156	0.49993300437927246
could		50.5	0.5	50.45960998535156	50.95963907241821	0.5000290870666504
possibly		51.0	0.5	50.95963907241821	51.45963788032532	0.4999988079071045
need		51.5	0.5	51.45963788032532	51.95961403846741	0.49997615814208984
such		52.0	0.5	51.95961403846741	52.45959496498108	0.4999809265136719
heavy		52.5	0.5	52.45959496498108	52.95958685874939	0.49999189376831055
protection.		53.0	0.5	52.95958685874939	53.45956897735596	0.4999821186065674
+		53.5	0.5	53.45956897735596	53.959555864334106	0.4999868869781494
"""It's"		54.0	0.5	53.959555864334106	54.45953989028931	0.4999840259552002
either		54.5	0.5	54.45953989028931	54.95953297615051	0.49999308586120605
really		55.0	0.5	54.95953297615051	55.45953893661499	0.5000059604644775
valuable		55.5	0.5	55.45953893661499	55.95950984954834	0.4999709129333496
or		56.0	0.5	55.95950984954834	56.45951700210571	0.500007152557373
really		56.5	0.5	56.45951700210571	56.959495067596436	0.49997806549072266
"dangerous,"""		57.0	0.5	56.959495067596436	57.459677934646606	0.5001828670501709
said		57.5	0.5	57.459677934646606	57.95994591712952	0.5002679824829102
Ron.		58.0	0.5	57.95994591712952	58.45993399620056	0.4999880790710449
+		58.5	0.5	58.45993399620056	58.95988702774048	0.499953031539917
"""Or"		59.0	0.5	58.95988702774048	59.45970797538757	0.4998209476470947
"both,"""		59.5	0.5	59.45970797538757	59.95952606201172	0.4998180866241455
said		60.0	0.5	59.95952606201172	60.45984697341919	0.5003209114074707
Harry.		60.5	0.5	60.45984697341919	60.95980095863342	0.4999539852142334
+		61.0	0.5	60.95980095863342	61.45978593826294	0.4999849796295166
But		61.5	0.5	61.45978593826294	61.959805965423584	0.5000200271606445
as		62.0	0.5	61.959805965423584	62.459758043289185	0.4999520778656006
all		62.5	0.5	62.459758043289185	62.9598228931427	0.5000648498535156
they		63.0	0.5	62.9598228931427	63.45978784561157	0.49996495246887207
knew		63.5	0.5	63.45978784561157	63.95975184440613	0.49996399879455566
for		64.0	0.5	63.95975184440613	64.45959496498108	0.49984312057495117
sure		64.5	0.5	64.45959496498108	64.95943999290466	0.499845027923584
about		65.0	0.5	64.95943999290466	65.45926403999329	0.49982404708862305
the		65.5	0.5	65.45926403999329	65.95924592018127	0.4999818801879883
mysterious		66.0	0.5	65.95924592018127	66.45920896530151	0.49996304512023926
object		66.5	0.5	66.45920896530151	66.9592080116272	0.4999990463256836
was		67.0	0.5	66.9592080116272	67.45918393135071	0.49997591972351074
that		67.5	0.5	67.45918393135071	67.95917201042175	0.4999880790710449
it		68.0	0.5	67.95917201042175	68.45945286750793	0.5002808570861816
was		68.5	0.5	68.45945286750793	68.95914697647095	0.4996941089630127
about		69.0	0.5	68.95914697647095	69.45911598205566	0.4999690055847168
two		69.5	0.5	69.45911598205566	69.95913100242615	0.5000150203704834
inches		70.0	0.5	69.95913100242615	70.45943784713745	0.5003068447113037
long,		70.5	0.5	70.45943784713745	70.95909404754639	0.49965620040893555
they		71.0	0.5	70.95909404754639	71.45922183990479	0.5001277923583984
didn't		71.5	0.5	71.45922183990479	71.95921397209167	0.49999213218688965
have		72.0	0.5	71.95921397209167	72.45912504196167	0.4999110698699951
much		72.5	0.5	72.45912504196167	72.95922684669495	0.5001018047332764
chance		73.0	0.5	72.95922684669495	73.45903396606445	0.49980711936950684
of		73.5	0.5	73.45903396606445	73.95905184745789	0.5000178813934326
guessing		74.0	0.5	73.95905184745789	74.45918703079224	0.5001351833343506
what		74.5	0.5	74.45918703079224	74.95900392532349	0.49981689453125
it		75.0	0.5	74.95900392532349	75.45897793769836	0.49997401237487793
was		75.5	0.5	75.45897793769836	75.95896100997925	0.4999830722808838
without		76.0	0.5	75.95896100997925	76.45895385742188	0.49999284744262695
further		76.5	0.5	76.45895385742188	76.95901083946228	0.5000569820404053
clues.		77.0	0.5	76.95901083946228	77.45901989936829	0.5000090599060059
+		77.5	0.5	77.45901989936829	77.95894503593445	0.4999251365661621
Neither		78.0	0.5	77.95894503593445	78.45891094207764	0.4999659061431885
Neville		78.5	0.5	78.45891094207764	78.95887804031372	0.499967098236084
nor		79.0	0.5	78.95887804031372	79.4588840007782	0.5000059604644775
Hermione		79.5	0.5	79.4588840007782	79.95884490013123	0.49996089935302734
showed		80.0	0.5	79.95884490013123	80.45882296562195	0.49997806549072266
the		80.5	0.5	80.45882296562195	80.95882201194763	0.4999990463256836
slightest		81.0	0.5	80.95882201194763	81.45892786979675	0.5001058578491211
interest		81.5	0.5	81.45892786979675	81.95880699157715	0.4998791217803955
in		82.0	0.5	81.95880699157715	82.45892286300659	0.5001158714294434
what		82.5	0.5	82.45892286300659	82.95895004272461	0.5000271797180176
lay		83.0	0.5	82.95895004272461	83.45892405509949	0.49997401237487793
underneath		83.5	0.5	83.45892405509949	83.95899987220764	0.5000758171081543
the		84.0	0.5	83.95899987220764	84.45888495445251	0.49988508224487305
dog		84.5	0.5	84.45888495445251	84.95895195007324	0.5000669956207275
and		85.0	0.5	84.95895195007324	85.45869398117065	0.4997420310974121
the		85.5	0.5	85.45869398117065	85.95869302749634	0.4999990463256836
trapdoor.		86.0	0.5	85.95869302749634	86.45868992805481	0.4999969005584717
All		86.5	0.5	86.45868992805481	86.95893502235413	0.5002450942993164
Neville		87.0	0.5	86.95893502235413	87.45855402946472	0.4996190071105957
cared		87.5	0.5	87.45855402946472	87.95870089530945	0.5001468658447266
about		88.0	0.5	87.95870089530945	88.45869898796082	0.4999980926513672
was		88.5	0.5	88.45869898796082	88.95864796638489	0.49994897842407227
never		89.0	0.5	88.95864796638489	89.45853686332703	0.49988889694213867
going		89.5	0.5	89.45853686332703	89.9585280418396	0.49999117851257324
near		90.0	0.5	89.9585280418396	90.45850491523743	0.49997687339782715
the		90.5	0.5	90.45850491523743	90.95846891403198	0.49996399879455566
dog		91.0	0.5	90.95846891403198	91.45843195915222	0.49996304512023926
again.		91.5	0.5	91.45843195915222	91.95843696594238	0.5000050067901611
