word	format	onset	duration	onset_flip	offset_flip	duration_flip
+		0.0	10.0	0.0	9.982100009918213	9.982100009918213
Harry		10.0	0.5	9.982100009918213	10.482260942459106	0.5001609325408936
had		10.5	0.5	10.482260942459106	10.982248067855835	0.4999871253967285
never		11.0	0.5	10.982248067855835	11.482224941253662	0.49997687339782715
believed		11.5	0.5	11.482224941253662	11.982222080230713	0.4999971389770508
he		12.0	0.5	11.982222080230713	12.482208967208862	0.4999868869781494
would		12.5	0.5	12.482208967208862	12.982185125350952	0.49997615814208984
meet		13.0	0.5	12.982185125350952	13.482183933258057	0.4999988079071045
a		13.5	0.5	13.482183933258057	13.982169151306152	0.4999852180480957
boy		14.0	0.5	13.982169151306152	14.48215913772583	0.49998998641967773
he		14.5	0.5	14.48215913772583	14.982129096984863	0.4999699592590332
hated		15.0	0.5	14.982129096984863	15.482115983963013	0.4999868869781494
more		15.5	0.5	15.482115983963013	15.982120037078857	0.5000040531158447
than		16.0	0.5	15.982120037078857	16.48312497138977	0.5010049343109131
Dudley,		16.5	0.5	16.48312497138977	16.98208212852478	0.49895715713500977
but		17.0	0.5	16.98208212852478	17.48206901550293	0.4999868869781494
that		17.5	0.5	17.48206901550293	17.982063055038452	0.49999403953552246
was		18.0	0.5	17.982063055038452	18.48203706741333	0.49997401237487793
before		18.5	0.5	18.48203706741333	18.98203206062317	0.49999499320983887
he		19.0	0.5	18.98203206062317	19.482007026672363	0.49997496604919434
met		19.5	0.5	19.482007026672363	19.98200297355652	0.4999959468841553
Draco		20.0	0.5	19.98200297355652	20.48198699951172	0.4999840259552002
Malfoy.		20.5	0.5	20.48198699951172	20.981971979141235	0.4999849796295166
Still,		21.0	0.5	20.981971979141235	21.481966018676758	0.49999403953552246
first-year		21.5	0.5	21.481966018676758	21.98196506500244	0.4999990463256836
Gryffindors		22.0	0.5	21.98196506500244	22.481961965560913	0.4999969005584717
only		22.5	0.5	22.481961965560913	22.98193097114563	0.4999690055847168
had		23.0	0.5	22.98193097114563	23.481903076171875	0.4999721050262451
Potions		23.5	0.5	23.481903076171875	23.981873989105225	0.4999709129333496
with		24.0	0.5	23.981873989105225	24.48187494277954	0.5000009536743164
the		24.5	0.5	24.48187494277954	24.981866121292114	0.49999117851257324
Slytherins,		25.0	0.5	24.981866121292114	25.481877088546753	0.5000109672546387
so		25.5	0.5	25.481877088546753	25.981848001480103	0.4999709129333496
they		26.0	0.5	25.981848001480103	26.48183512687683	0.4999871253967285
didn't		26.5	0.5	26.48183512687683	26.981801986694336	0.4999668598175049
have		27.0	0.5	26.981801986694336	27.48179006576538	0.4999880790710449
to		27.5	0.5	27.48179006576538	27.98179602622986	0.5000059604644775
put		28.0	0.5	27.98179602622986	28.481766939163208	0.4999709129333496
up		28.5	0.5	28.481766939163208	28.981784105300903	0.5000171661376953
with		29.0	0.5	28.981784105300903	29.481770992279053	0.4999868869781494
Malfoy		29.5	0.5	29.481770992279053	29.981738090515137	0.499967098236084
much.		30.0	0.5	29.981738090515137	30.48171305656433	0.49997496604919434
Or		30.5	0.5	30.48171305656433	30.981693029403687	0.49997997283935547
at		31.0	0.5	30.981693029403687	31.481686115264893	0.49999308586120605
least,		31.5	0.5	31.481686115264893	31.981680154800415	0.49999403953552246
they		32.0	0.5	31.981680154800415	32.48166513442993	0.4999849796295166
didn't		32.5	0.5	32.48166513442993	32.98168706893921	0.5000219345092773
until		33.0	0.5	32.98168706893921	33.4816460609436	0.49995899200439453
they		33.5	0.5	33.4816460609436	33.98161506652832	0.4999690055847168
spotted		34.0	0.5	33.98161506652832	34.48161005973816	0.49999499320983887
a		34.5	0.5	34.48161005973816	34.98160004615784	0.49998998641967773
notice		35.0	0.5	34.98160004615784	35.48160409927368	0.5000040531158447
pinned		35.5	0.5	35.48160409927368	35.981582164764404	0.49997806549072266
up		36.0	0.5	35.981582164764404	36.48155212402344	0.4999699592590332
in		36.5	0.5	36.48155212402344	36.98155403137207	0.5000019073486328
the		37.0	0.5	36.98155403137207	37.48153305053711	0.49997901916503906
Gryffindor		37.5	0.5	37.48153305053711	37.9815149307251	0.4999818801879883
common		38.0	0.5	37.9815149307251	38.481528997421265	0.500014066696167
room		38.5	0.5	38.481528997421265	38.98149299621582	0.49996399879455566
that		39.0	0.5	38.98149299621582	39.4814829826355	0.49998998641967773
made		39.5	0.5	39.4814829826355	39.98146605491638	0.4999830722808838
them		40.0	0.5	39.98146605491638	40.481451988220215	0.499985933303833
all		40.5	0.5	40.481451988220215	40.98141098022461	0.49995899200439453
groan.		41.0	0.5	40.98141098022461	41.48141694068909	0.5000059604644775
Flying		41.5	0.5	41.48141694068909	41.981420040130615	0.5000030994415283
lessons		42.0	0.5	41.981420040130615	42.48139715194702	0.49997711181640625
would		42.5	0.5	42.48139715194702	42.981372117996216	0.49997496604919434
be		43.0	0.5	42.981372117996216	43.481372117996216	0.5
starting		43.5	0.5	43.481372117996216	43.981367111206055	0.49999499320983887
on		44.0	0.5	43.981367111206055	44.48199510574341	0.5006279945373535
Thursday		44.5	0.5	44.48199510574341	44.982028007507324	0.500032901763916
—		45.0	0.5	44.982028007507324	45.48199915885925	0.4999711513519287
and		45.5	0.5	45.48199915885925	45.98200702667236	0.5000078678131104
Gryffindor		46.0	0.5	45.98200702667236	46.48184609413147	0.49983906745910645
and		46.5	0.5	46.48184609413147	46.98157501220703	0.4997289180755615
Slytherin		47.0	0.5	46.98157501220703	47.481346130371094	0.4997711181640625
would		47.5	0.5	47.481346130371094	47.9818480014801	0.5005018711090088
be		48.0	0.5	47.9818480014801	48.48187708854675	0.5000290870666504
learning		48.5	0.5	48.48187708854675	48.98184394836426	0.4999668598175049
together.		49.0	0.5	48.98184394836426	49.48186492919922	0.5000209808349609
+		49.5	0.5	49.48186492919922	49.981964111328125	0.5000991821289062
"""Typical,"""		50.0	0.5	49.981964111328125	50.481837034225464	0.49987292289733887
said		50.5	0.5	50.481837034225464	50.9817590713501	0.4999220371246338
Harry		51.0	0.5	50.9817590713501	51.48223304748535	0.5004739761352539
darkly.		51.5	0.5	51.48223304748535	51.981637954711914	0.4994049072265625
"""Just"		52.0	0.5	51.981637954711914	52.48132014274597	0.4996821880340576
what		52.5	0.5	52.48132014274597	52.981096029281616	0.49977588653564453
I		53.0	0.5	52.981096029281616	53.48110914230347	0.5000131130218506
always		53.5	0.5	53.48110914230347	53.98108100891113	0.499971866607666
wanted.		54.0	0.5	53.98108100891113	54.481059074401855	0.49997806549072266
To		54.5	0.5	54.481059074401855	54.98107600212097	0.5000169277191162
make		55.0	0.5	54.98107600212097	55.48104906082153	0.4999730587005615
a		55.5	0.5	55.48104906082153	55.98144507408142	0.5003960132598877
fool		56.0	0.5	55.98144507408142	56.48100304603577	0.4995579719543457
of		56.5	0.5	56.48100304603577	56.9809889793396	0.499985933303833
myself		57.0	0.5	56.9809889793396	57.48122811317444	0.5002391338348389
on		57.5	0.5	57.48122811317444	57.98099207878113	0.49976396560668945
a		58.0	0.5	57.98099207878113	58.48096013069153	0.4999680519104004
broomstick		58.5	0.5	58.48096013069153	58.980950117111206	0.49998998641967773
in		59.0	0.5	58.980950117111206	59.480956077575684	0.5000059604644775
front		59.5	0.5	59.480956077575684	59.98097896575928	0.5000228881835938
of		60.0	0.5	59.98097896575928	60.48092699050903	0.49994802474975586
"Malfoy."""		60.5	0.5	60.48092699050903	60.980889081954956	0.49996209144592285
+		61.0	0.5	60.980889081954956	61.480934143066406	0.5000450611114502
He		61.5	0.5	61.480934143066406	61.98091006278992	0.49997591972351074
had		62.0	0.5	61.98091006278992	62.48087811470032	0.4999680519104004
been		62.5	0.5	62.48087811470032	62.980877161026	0.4999990463256836
looking		63.0	0.5	62.980877161026	63.481112003326416	0.500234842300415
forward		63.5	0.5	63.481112003326416	63.98094415664673	0.4998321533203125
to		64.0	0.5	63.98094415664673	64.48080897331238	0.4998648166656494
learning		64.5	0.5	64.48080897331238	64.98075914382935	0.4999501705169678
to		65.0	0.5	64.98075914382935	65.48078799247742	0.5000288486480713
fly		65.5	0.5	65.48078799247742	65.98084115982056	0.5000531673431396
more		66.0	0.5	65.98084115982056	66.48113894462585	0.5002977848052979
than		66.5	0.5	66.48113894462585	66.98074293136597	0.4996039867401123
anything		67.0	0.5	66.98074293136597	67.48074698448181	0.5000040531158447
else.		67.5	0.5	67.48074698448181	67.98077416419983	0.5000271797180176
"""You"		68.0	0.5	67.98077416419983	68.48062515258789	0.4998509883880615
don't		68.5	0.5	68.48062515258789	68.98074507713318	0.5001199245452881
know		69.0	0.5	68.98074507713318	69.48066210746765	0.49991703033447266
that		69.5	0.5	69.48066210746765	69.9807460308075	0.5000839233398438
you'll		70.0	0.5	69.9807460308075	70.4806489944458	0.49990296363830566
make		70.5	0.5	70.4806489944458	70.98080396652222	0.500154972076416
a		71.0	0.5	70.98080396652222	71.48072004318237	0.49991607666015625
fool		71.5	0.5	71.48072004318237	71.98072504997253	0.5000050067901611
of		72.0	0.5	71.98072504997253	72.48095393180847	0.5002288818359375
"yourself,"""		72.5	0.5	72.48095393180847	72.98072099685669	0.4997670650482178
said		73.0	0.5	72.98072099685669	73.4806399345398	0.49991893768310547
Ron		73.5	0.5	73.4806399345398	73.98066711425781	0.5000271797180176
reasonably.		74.0	0.5	73.98066711425781	74.48058295249939	0.49991583824157715
"""Anyway,"		74.5	0.5	74.48058295249939	74.98064303398132	0.5000600814819336
I		75.0	0.5	74.98064303398132	75.48054194450378	0.49989891052246094
know		75.5	0.5	75.48054194450378	75.98065304756165	0.5001111030578613
Malfoy's		76.0	0.5	75.98065304756165	76.48053097724915	0.4998779296875
always		76.5	0.5	76.48053097724915	76.98055100440979	0.5000200271606445
going		77.0	0.5	76.98055100440979	77.48032307624817	0.4997720718383789
on		77.5	0.5	77.48032307624817	77.98048305511475	0.5001599788665771
about		78.0	0.5	77.98048305511475	78.4803421497345	0.499859094619751
how		78.5	0.5	78.4803421497345	78.98031401634216	0.499971866607666
good		79.0	0.5	78.98031401634216	79.48032712936401	0.5000131130218506
he		79.5	0.5	79.48032712936401	79.98026704788208	0.4999399185180664
is		80.0	0.5	79.98026704788208	80.48026514053345	0.4999980926513672
at		80.5	0.5	80.48026514053345	80.99704313278198	0.5167779922485352
Quidditch,		81.0	0.5	80.99704313278198	81.48020815849304	0.48316502571105957
but		81.5	0.5	81.48020815849304	81.98020505905151	0.4999969005584717
I		82.0	0.5	81.98020505905151	82.48011994361877	0.49991488456726074
bet		82.5	0.5	82.48011994361877	82.99698209762573	0.516862154006958
that's		83.0	0.5	82.99698209762573	83.49688816070557	0.499906063079834
all		83.5	0.5	83.49688816070557	83.99698495864868	0.5000967979431152
"talk."""		84.0	0.5	83.99698495864868	84.4969220161438	0.4999370574951172
+		84.5	0.5	84.4969220161438	84.9969129562378	0.49999094009399414
Malfoy		85.0	0.5	84.9969129562378	85.49691915512085	0.5000061988830566
certainly		85.5	0.5	85.49691915512085	85.99688410758972	0.49996495246887207
did		86.0	0.5	85.99688410758972	86.49687314033508	0.49998903274536133
talk		86.5	0.5	86.49687314033508	86.99686813354492	0.49999499320983887
about		87.0	0.5	86.99686813354492	87.49687314033508	0.5000050067901611
flying		87.5	0.5	87.49687314033508	87.99682807922363	0.4999549388885498
a		88.0	0.5	87.99682807922363	88.49682712554932	0.4999990463256836
lot.		88.5	0.5	88.49682712554932	88.99680209159851	0.49997496604919434
He		89.0	0.5	88.99680209159851	89.4967999458313	0.4999978542327881
complained		89.5	0.5	89.4967999458313	89.99678611755371	0.4999861717224121
loudly		90.0	0.5	89.99678611755371	90.49677801132202	0.49999189376831055
about		90.5	0.5	90.49677801132202	90.99674201011658	0.49996399879455566
first		91.0	0.5	90.99674201011658	91.4967360496521	0.49999403953552246
years		91.5	0.5	91.4967360496521	91.9967200756073	0.4999840259552002
never		92.0	0.5	91.9967200756073	92.49673008918762	0.5000100135803223
getting		92.5	0.5	92.49673008918762	92.99670600891113	0.49997591972351074
on		93.0	0.5	92.99670600891113	93.4966721534729	0.4999661445617676
the		93.5	0.5	93.4966721534729	93.99669194221497	0.5000197887420654
House		94.0	0.5	93.99669194221497	94.49666213989258	0.4999701976776123
Quidditch		94.5	0.5	94.49666213989258	94.99677395820618	0.5001118183135986
teams		95.0	0.5	94.99677395820618	95.49727511405945	0.5005011558532715
and		95.5	0.5	95.49727511405945	95.99727201461792	0.4999969005584717
told		96.0	0.5	95.99727201461792	96.49728012084961	0.5000081062316895
long,		96.5	0.5	96.49728012084961	96.99718594551086	0.4999058246612549
boastful		97.0	0.5	96.99718594551086	97.49694609642029	0.49976015090942383
stories		97.5	0.5	97.49694609642029	97.99667716026306	0.49973106384277344
that		98.0	0.5	97.99667716026306	98.49792504310608	0.5012478828430176
always		98.5	0.5	98.49792504310608	98.9971489906311	0.4992239475250244
seemed		99.0	0.5	98.9971489906311	99.49713611602783	0.4999871253967285
to		99.5	0.5	99.49713611602783	99.99711799621582	0.4999818801879883
end		100.0	0.5	99.99711799621582	100.49709415435791	0.49997615814208984
with		100.5	0.5	100.49709415435791	100.99709701538086	0.5000028610229492
him		101.0	0.5	100.99709701538086	101.4970600605011	0.49996304512023926
narrowly		101.5	0.5	101.4970600605011	101.99709105491638	0.5000309944152832
escaping		102.0	0.5	101.99709105491638	102.49692797660828	0.49983692169189453
Muggles		102.5	0.5	102.49692797660828	102.99664402008057	0.49971604347229004
in		103.0	0.5	102.99664402008057	103.49648213386536	0.49983811378479004
helicopters.		103.5	0.5	103.49648213386536	103.99639296531677	0.499910831451416
He		104.0	0.5	103.99639296531677	104.49639916419983	0.5000061988830566
wasn't		104.5	0.5	104.49639916419983	104.9963550567627	0.4999558925628662
the		105.0	0.5	104.9963550567627	105.49634099006653	0.499985933303833
only		105.5	0.5	105.49634099006653	105.99633693695068	0.4999959468841553
one,		106.0	0.5	105.99633693695068	106.49631714820862	0.49998021125793457
though:		106.5	0.5	106.49631714820862	106.99633312225342	0.5000159740447998
the		107.0	0.5	106.99633312225342	107.4962911605835	0.4999580383300781
way		107.5	0.5	107.4962911605835	107.99629497528076	0.5000038146972656
Seamus		108.0	0.5	107.99629497528076	108.49628114700317	0.4999861717224121
Finnigan		108.5	0.5	108.49628114700317	108.99627304077148	0.49999189376831055
told		109.0	0.5	108.99627304077148	109.49623107910156	0.4999580383300781
it,		109.5	0.5	109.49623107910156	109.99626994132996	0.5000388622283936
he'd		110.0	0.5	109.99626994132996	110.49625515937805	0.4999852180480957
spent		110.5	0.5	110.49625515937805	110.99619197845459	0.4999368190765381
most		111.0	0.5	110.99619197845459	111.49617505073547	0.4999830722808838
of		111.5	0.5	111.49617505073547	111.99627709388733	0.5001020431518555
his		112.0	0.5	111.99627709388733	112.49618816375732	0.4999110698699951
childhood		112.5	0.5	112.49618816375732	112.99615406990051	0.4999659061431885
zooming		113.0	0.5	112.99615406990051	113.49615502357483	0.5000009536743164
around		113.5	0.5	113.49615502357483	113.99614596366882	0.49999094009399414
the		114.0	0.5	113.99614596366882	114.49613809585571	0.49999213218688965
countryside		114.5	0.5	114.49613809585571	114.99607014656067	0.49993205070495605
on		115.0	0.5	114.99607014656067	115.49610710144043	0.5000369548797607
his		115.5	0.5	115.49610710144043	115.99609994888306	0.49999284744262695
broomstick.		116.0	0.5	115.99609994888306	116.49608206748962	0.4999821186065674
Even		116.5	0.5	116.49608206748962	116.99607300758362	0.49999094009399414
Ron		117.0	0.5	116.99607300758362	117.49605703353882	0.4999840259552002
